text,label
"Had to return them, too small.  Tried these on in a shoe store in a 9.5 and it fit my right foot but was too small om my left.  But the shoes I ordered in a 10 were too short on both feet!",1
great support in a well put together boot.<br />very comfortable right from the start.,3
Love it.  Just used for a recent trip in which I was able to take limited luggage.  This was perfect.  Arrived promptly.  Great color and manufacturer!,4
Have 2 pair from a few years ago. Was elated to find my size and width on Amazon. Same manufacturer<br />and size. Whole new shoe. Much too narrow. Could not wear so returned them. Why can't they leave a good thing alone.<br />Have heard this complaint from others.,1
Haven't tried them yet but they look very pretty!,3
"I expected a whole lot more from a &#34;Skechers &#34; product .  A very poor attempt at a work boot .  I can feel every little thing I step on , sole is very thin.  The leather looks like a low grade .",1
thanks,3
I purchased these for my 8 year old son and he absolutely loves them.  These sunglasses fit him perfectly and comfortably.  They aren't too big to where they constantly fall off his head and they aren't too tight to where they cause him any discomfort.  The added UV protection is great for his eyes during the days when we are outside a lot.  I am not too confident that these would work well for a 10 year old unless they had a smaller head.  Since these are a perfect fit for my son at his age now I almost think these would be too small when he was 10.  But for smaller children I would highly recommend these.,4
Beware of the Eyelets!<br /><br />The same thing as Nick mentioned in his review. The eyelets fall apart literally!!!<br /><br />Otherwise everything else about this shoe is just amazing!,2
Liked it a lot till it wore out after less than 2 months. I wore it couple of hours every day; I don't think that's too much. Like the design a lot but wish it last longer.,2
"It is a cute sandals, but the inside started to strip after just one wear!",1
It becomes old very fast.,2
"Horrible shoe, way to pointy and uncomfortable",0
I love this shoe Fabulous until today when I walked through dewy grass and my feet were soaked. I also noticed that the sole is coming delaminated from the right shoe  I sent a comment to Amazon and they are sending a replacement pair. And a return label:-). Amazon is the best!!,4
On my second pair of these. First pair got a hole in them the first day I wore them. Jumped over a rail and stepped on bush limb laying on the ground. Put a hole right through them.,3
bought for a gift,3
"Worst quality,  order sunglasses from alien press.Com instead,they are cheaper and better than these",0
worth the price,4
"I find these shoes to be a bit clunky in looks, but they are comfortable.",1
Love these shoes!,4
Suspected knock off. Straps broke in less than four months. Retail version lasted several years. Too Late to return. Very Low Price should have given me a clue.,0
Good looking sandal! Leather lifted off the top of sandal within a week. I am very disappointed!,0
"It looked like it would be 7-8, but turned out to be an 8",2
I love these so much! I have 4 pairs for my little one! Super cute leather moccasins that make any outfit better!,4
"The rubber that makes up the sole is too soft and flexible!  When you [try to] walk in these, the top inch gets easily caught on pavement, carpet, etc., and you either trip and fall or you trip and catch yourself.  Super dangerous- - especially to old people or disabled people.  Stay away!  Champion makes better ones.",0
"I love this bag.  My Doctor got on me about carrying a heavy bag, I put my leather bag aside and put my things in this VB bag, WOW what a difference. No more sore shoulder. I've since bought 5 more VB bags in different styles and prints.",4
